drone_id,drone_location,time,date,violation_code,violation_message,image_id,image_file
109,67 Rieder Hill,20:34,22/08/2017,,,,
110,83 Commercial Trail,18:59,20/03/2020,,,,
111,29 Goodland Lane,0:02,22/11/2017,,,,
112,92286 Armistice Road,1:46,22/03/2016,,,,
113,32123 Sunnyside Street,0:34,26/06/2019,,,,
114,17472 Shopko Alley,8:12,13/08/2019,,,,
115,38 Westend Drive,13:52,19/04/2019,,,,
116,9 Mallard Avenue,5:55,12/07/2017,,,,
117,22059 Tony Circle,20:06,17/02/2015,,,,
118,30031 Farragut Crossing,16:37,02/03/2020,,,,
119,3 Harper Hill,16:52,07/02/2019,,,,
120,96 Cascade Street,5:13,06/07/2015,,,,
121,765 Pennsylvania Way,14:32,20/03/2020,,,,
122,37 Village Green Terrace,5:33,30/12/2015,,,,
123,07601 Hoard Park,4:37,20/10/2019,,,,
124,31526 Tony Lane,23:44,11/04/2016,,,,
125,30593 8th Plaza,10:02,26/03/2020,,,,
126,16005 Ramsey Court,22:41,19/05/2017,,,,
127,86421 Eastlawn Plaza,21:47,21/09/2018,,,,
128,35 Merrick Avenue,11:12,24/11/2017,,,,
129,93757 Forest Run Way,13:02,08/11/2016,,,,
130,15446 Sherman Point,1:12,08/04/2020,,,,
131,60 Iowa Street,3:39,31/12/2016,,,,
132,9365 Kinsman Way,15:38,09/10/2015,,,,
133,31166 Rusk Way,8:35,06/02/2016,UKN,unknown,1.0,http://dummyimage.com/200x233.jpg/dddddd/000000
134,60 Oak Plaza,5:14,02/03/2018,,,,
135,0073 Granby Way,0:49,04/07/2016,,,,
136,8824 Esch Parkway,8:39,28/10/2018,,,,
137,9 Spohn Point,5:28,09/10/2019,,,,
138,2 Fremont Avenue,19:36,26/01/2019,,,,
139,1432 Bultman Street,23:39,04/05/2015,,,,
140,37 Doe Crossing Court,22:53,08/10/2018,,,,
141,0242 Park Meadow Circle,6:14,14/12/2015,BRK,broken_component,1.0,http://dummyimage.com/179x202.jpg/5fa2dd/ffffff
142,7702 Alpine Center,7:11,05/10/2019,PRK,bad_parking,1.0,http://dummyimage.com/165x194.jpg/ff4444/ffffff
143,61 Fordem Court,8:32,17/02/2018,,,,
144,134 Northwestern Junction,17:16,13/01/2015,,,,
145,642 Hazelcrest Way,22:01,26/01/2020,,,,
146,042 Thierer Circle,23:51,02/01/2019,,,,
147,33874 Meadow Valley Way,4:36,22/03/2015,,,,
148,04167 Vernon Road,14:58,08/08/2015,BRK,broken_component,0.0,http://dummyimage.com/241x147.jpg/ff4444/ffffff
149,3514 Claremont Alley,3:06,14/06/2018,,,,
150,47443 Bartillon Park,2:15,09/06/2017,,,,
151,57 Tennessee Lane,5:33,16/06/2015,BRK,broken_component,0.0,http://dummyimage.com/145x102.jpg/5fa2dd/ffffff
152,38 Jenna Trail,9:10,13/05/2018,,,,
153,45059 Grasskamp Way,4:45,03/06/2017,,,,
154,52 Fieldstone Way,16:42,11/06/2018,,,,
155,1 Oak Valley Crossing,23:49,09/08/2016,,,,
156,90370 Huxley Point,2:28,09/12/2018,,,,
157,273 Sunfield Trail,23:52,23/11/2019,PRK,bad_parking,0.0,http://dummyimage.com/118x135.jpg/5fa2dd/ffffff
158,536 Mifflin Parkway,16:46,27/05/2017,,,,
159,0711 Spaight Court,0:46,11/09/2019,,,,
160,35 Homewood Street,3:39,12/09/2018,,,,
161,29 Tomscot Park,10:24,05/03/2016,,,,
162,29902 Judy Way,3:23,19/12/2015,,,,
163,7284 Pawling Point,0:17,27/11/2016,,,,
164,5501 Cambridge Terrace,0:17,15/01/2019,,,,
165,035 Riverside Terrace,10:41,31/05/2016,BRK,broken_component,1.0,http://dummyimage.com/156x241.jpg/dddddd/000000
166,96 Crownhardt Drive,7:13,16/07/2019,,,,
167,5 Shasta Park,7:24,28/03/2016,,,,
168,2 Scott Lane,16:46,09/01/2020,,,,
169,70 Brown Court,16:39,19/09/2016,,,,
170,38 Oxford Road,19:23,16/04/2016,BRK,broken_component,0.0,http://dummyimage.com/162x170.jpg/ff4444/ffffff
171,51 Corben Crossing,9:15,26/02/2015,,,,
172,541 Express Parkway,23:51,04/04/2018,,,,
173,28 Banding Point,3:35,01/01/2020,,,,
174,5 Surrey Park,12:40,30/12/2015,,,,
175,883 Haas Way,13:17,02/01/2016,,,,
176,15887 Schiller Road,6:24,26/05/2015,,,,
177,3 Carioca Street,14:46,06/07/2015,,,,
178,50 Roth Hill,7:54,01/02/2019,,,,
179,86 Basil Terrace,8:11,12/09/2018,,,,
180,166 Badeau Court,4:14,05/01/2015,,,,
181,4 Norway Maple Lane,12:06,08/09/2018,,,,
182,570 Kensington Way,8:10,20/08/2018,,,,
183,71289 Glacier Hill Point,8:55,24/07/2015,,,,
184,7342 Artisan Trail,22:06,10/08/2018,,,,
185,3 Delladonna Street,8:19,19/06/2018,,,,
186,41549 Arizona Drive,10:00,25/10/2019,,,,
187,13482 Evergreen Way,11:11,24/12/2017,,,,
188,5 Gateway Trail,10:32,09/04/2020,,,,
189,7 Merry Avenue,21:59,13/11/2015,,,,
190,30 Shoshone Center,12:18,13/12/2018,,,,
191,0398 Redwing Terrace,5:31,02/02/2017,,,,
192,6 Vernon Alley,1:06,05/01/2015,,,,
193,0435 Heath Alley,10:41,06/12/2019,,,,
194,313 Redwing Street,23:02,31/07/2017,,,,
195,578 Heath Road,22:49,09/08/2019,,,,
196,978 Cordelia Lane,21:40,17/12/2017,,,,
197,99 Manley Plaza,15:17,28/06/2018,BRK,broken_component,0.0,http://dummyimage.com/189x169.jpg/cc0000/ffffff
198,9357 Thompson Crossing,4:55,21/11/2017,,,,
199,6 Canary Plaza,7:32,03/02/2016,,,,
200,6 Springview Junction,1:43,29/11/2016,,,,
201,7182 Hanover Junction,13:43,19/10/2015,,,,
202,45027 Dakota Center,6:47,19/12/2019,,,,
203,64305 Di Loreto Lane,12:06,01/11/2016,,,,
204,9290 Aberg Trail,20:51,10/07/2015,,,,
205,415 Sherman Street,13:02,13/06/2018,,,,
206,50712 Susan Place,6:12,16/08/2016,,,,
207,17870 Sheridan Way,6:03,13/01/2017,,,,
208,1577 Hollow Ridge Point,12:44,05/01/2015,,,,
209,524 Anhalt Road,21:08,29/01/2018,PRK,bad_parking,0.0,http://dummyimage.com/106x179.jpg/ff4444/ffffff
210,02 Clarendon Street,18:53,09/02/2018,,,,
211,951 Barby Place,18:14,07/04/2017,,,,
212,92 Kingsford Plaza,10:45,04/07/2017,,,,
213,6 Transport Park,19:49,29/01/2019,PRK,bad_parking,0.0,http://dummyimage.com/148x174.jpg/dddddd/000000
214,03965 Dahle Trail,15:29,08/11/2017,,,,
215,861 Sachs Center,19:39,07/01/2020,PRK,bad_parking,1.0,http://dummyimage.com/133x115.jpg/ff4444/ffffff
216,6753 Roth Pass,23:08,09/11/2017,,,,
217,0349 Fuller Alley,14:59,26/03/2016,,,,
218,889 Esker Plaza,17:20,01/04/2019,,,,
219,708 Anhalt Place,18:03,18/12/2015,,,,
220,9915 Dixon Center,12:57,07/04/2015,,,,
221,4987 Ridge Oak Street,3:25,20/04/2020,,,,
222,981 John Wall Place,23:42,25/02/2020,,,,
223,5062 7th Park,3:56,14/04/2019,,,,
224,722 Bluestem Avenue,5:11,14/11/2016,,,,
225,858 Sunnyside Street,19:38,06/11/2018,,,,
226,214 Schurz Court,2:30,03/04/2015,PRK,bad_parking,1.0,http://dummyimage.com/128x190.jpg/cc0000/ffffff
227,4517 Debra Road,13:57,31/07/2019,BRK,broken_component,1.0,http://dummyimage.com/207x140.jpg/5fa2dd/ffffff
228,49 American Ash Junction,14:55,26/10/2015,,,,
229,56684 Kings Crossing,6:53,13/11/2017,BRK,broken_component,1.0,http://dummyimage.com/183x146.jpg/dddddd/000000
230,139 Harper Drive,4:24,17/12/2017,BRK,broken_component,1.0,http://dummyimage.com/245x227.jpg/dddddd/000000
231,2 Hallows Junction,12:47,22/03/2018,,,,
232,7 Bartelt Plaza,13:56,19/12/2019,,,,
233,9 Messerschmidt Junction,9:07,12/03/2016,BRK,broken_component,0.0,http://dummyimage.com/210x149.jpg/5fa2dd/ffffff
234,16 Prairie Rose Circle,11:32,07/02/2016,,,,
235,48097 Nelson Center,16:18,17/03/2020,,,,
236,33 Lerdahl Drive,13:35,13/01/2020,,,,
237,25 Hanson Road,23:08,11/11/2018,,,,
238,5074 Sloan Plaza,11:35,25/10/2015,,,,
239,436 Texas Street,4:11,10/01/2016,,,,
240,87007 Luster Road,19:02,16/10/2015,,,,
241,9 Old Gate Crossing,2:54,18/09/2016,,,,
242,39718 Doe Crossing Court,11:34,25/07/2017,,,,
243,87910 Dryden Street,0:42,03/11/2017,,,,
244,41555 Myrtle Court,6:28,07/10/2019,BRK,broken_component,0.0,http://dummyimage.com/130x215.jpg/5fa2dd/ffffff
245,8059 Scoville Street,21:59,05/04/2018,,,,
246,22 Cardinal Point,10:21,15/03/2020,,,,
247,3906 Northfield Plaza,12:21,12/04/2018,,,,
248,279 Lighthouse Bay Hill,10:09,23/10/2015,,,,
249,8 Lakewood Gardens Parkway,12:07,13/04/2020,,,,
250,843 Quincy Point,14:48,26/04/2018,PRK,bad_parking,1.0,http://dummyimage.com/237x250.jpg/5fa2dd/ffffff
251,64038 Service Drive,3:27,17/03/2018,,,,
252,58 Waxwing Parkway,15:57,27/05/2017,,,,
253,71822 Victoria Plaza,21:33,20/07/2018,,,,
254,1 Warrior Place,10:34,19/06/2017,,,,
255,8608 Ridge Oak Terrace,9:45,07/07/2015,BRK,broken_component,1.0,http://dummyimage.com/144x225.jpg/dddddd/000000
256,3092 Lakeland Circle,23:05,06/02/2019,,,,
257,254 Corscot Road,3:04,27/03/2020,UKN,unknown,0.0,http://dummyimage.com/139x144.jpg/ff4444/ffffff
258,6 Forest Lane,3:02,26/01/2018,,,,
259,294 Darwin Lane,3:55,14/06/2018,,,,
260,7489 Burrows Street,12:03,19/03/2018,,,,
261,0528 High Crossing Way,13:34,14/10/2016,,,,
262,946 Northridge Court,14:22,01/02/2015,,,,
263,36359 Sachtjen Road,22:27,04/04/2018,,,,
264,62 Elmside Junction,12:27,30/01/2015,,,,
265,82766 Dakota Terrace,15:53,26/08/2016,,,,
266,88930 Rieder Drive,23:07,13/11/2019,PRK,bad_parking,1.0,http://dummyimage.com/115x124.jpg/cc0000/ffffff
267,72 Park Meadow Place,9:48,30/01/2017,,,,
268,04 Boyd Drive,4:22,15/10/2019,PRK,bad_parking,1.0,http://dummyimage.com/250x122.jpg/ff4444/ffffff
269,3 Fairfield Plaza,5:30,26/07/2016,,,,
270,39 Mariners Cove Terrace,12:18,02/09/2019,,,,
271,6 Grim Terrace,2:11,03/08/2015,PRK,bad_parking,0.0,http://dummyimage.com/147x190.jpg/ff4444/ffffff
272,0044 Sycamore Street,3:22,22/09/2018,PRK,bad_parking,1.0,http://dummyimage.com/143x235.jpg/ff4444/ffffff
273,49 Schiller Park,11:47,23/07/2015,BRK,broken_component,1.0,http://dummyimage.com/177x202.jpg/cc0000/ffffff
274,04318 Fair Oaks Avenue,7:56,16/04/2020,,,,
275,097 Schlimgen Lane,0:17,04/02/2020,,,,
276,65 Cottonwood Lane,23:15,31/03/2017,,,,
277,796 Eastwood Pass,0:46,04/01/2019,,,,
278,7298 Victoria Court,18:20,11/08/2017,,,,
279,791 Hermina Lane,11:53,21/12/2017,,,,
280,9 Evergreen Drive,22:20,23/11/2019,UKN,unknown,1.0,http://dummyimage.com/235x159.jpg/5fa2dd/ffffff
281,3418 Sugar Plaza,7:10,23/09/2017,,,,
282,084 Garrison Terrace,10:25,23/04/2017,,,,
283,7 Acker Road,14:00,25/10/2018,PRK,bad_parking,1.0,http://dummyimage.com/130x206.jpg/5fa2dd/ffffff
284,851 Northport Center,19:20,24/12/2016,,,,
285,15 Thackeray Center,13:10,07/04/2020,BRK,broken_component,0.0,http://dummyimage.com/197x100.jpg/ff4444/ffffff
286,34142 Crest Line Parkway,2:36,17/04/2020,PRK,bad_parking,0.0,http://dummyimage.com/249x113.jpg/ff4444/ffffff
287,13 Brentwood Drive,21:08,05/03/2020,,,,
288,338 Everett Crossing,21:12,31/03/2018,,,,
289,41 Meadow Ridge Crossing,9:38,04/06/2015,PRK,bad_parking,0.0,http://dummyimage.com/249x165.jpg/ff4444/ffffff
290,08 Green Park,23:33,18/07/2015,,,,
291,34510 Waywood Crossing,11:03,03/01/2017,,,,
292,54 Lakewood Gardens Way,21:52,30/03/2020,,,,
293,4 4th Avenue,6:06,24/12/2015,,,,
294,1 Everett Circle,6:09,07/11/2016,BRK,broken_component,0.0,http://dummyimage.com/163x165.jpg/ff4444/ffffff
295,1898 Blue Bill Park Avenue,8:56,21/04/2015,,,,
296,2773 Knutson Junction,23:52,04/01/2017,PRK,bad_parking,0.0,http://dummyimage.com/181x174.jpg/ff4444/ffffff
297,390 Gale Point,17:38,16/01/2017,,,,
298,2 Vernon Park,11:02,22/11/2018,,,,
299,70 Mandrake Center,22:23,27/10/2017,,,,
300,8086 Laurel Point,19:57,22/06/2016,,,,
301,11 Union Terrace,3:58,01/10/2015,,,,
302,8185 Delladonna Trail,17:26,16/10/2015,,,,
303,55 Elmside Alley,23:12,31/03/2020,,,,
304,97 Dwight Hill,17:34,06/02/2015,,,,
305,442 Delaware Junction,17:41,10/02/2015,,,,
306,7295 Mallard Avenue,19:23,31/12/2016,,,,
307,0 Del Sol Terrace,0:32,09/11/2019,UKN,unknown,0.0,http://dummyimage.com/173x183.jpg/dddddd/000000
308,86 Pawling Center,23:33,20/08/2019,,,,
309,81445 Pankratz Way,12:28,21/06/2018,,,,
310,73250 Evergreen Court,21:51,11/06/2016,,,,
311,61938 Colorado Alley,12:09,08/07/2015,,,,
312,974 Grover Street,19:08,20/06/2016,BRK,broken_component,1.0,http://dummyimage.com/237x155.jpg/cc0000/ffffff
313,504 Pleasure Court,10:28,04/08/2015,,,,
314,00081 Bunker Hill Crossing,13:48,14/03/2018,,,,
315,1 Paget Plaza,5:04,15/05/2016,,,,
316,79992 Union Point,10:23,18/10/2018,,,,
317,469 Doe Crossing Road,14:55,07/01/2020,,,,
318,862 Golf Course Parkway,17:55,21/04/2016,BRK,broken_component,0.0,http://dummyimage.com/111x238.jpg/dddddd/000000
319,6 Spaight Center,18:22,13/04/2018,,,,
320,372 Daystar Avenue,15:42,06/05/2019,,,,
321,7874 Chive Circle,13:50,08/01/2018,,,,
322,960 Esch Place,1:17,23/01/2018,,,,
323,7622 Little Fleur Parkway,23:14,04/08/2016,,,,
324,669 Prairieview Pass,11:22,05/01/2018,,,,
325,28500 Corscot Way,11:07,23/01/2018,,,,
326,29 Center Street,20:33,02/03/2018,,,,
327,529 Monica Junction,20:08,02/04/2015,,,,
328,52530 Little Fleur Pass,14:24,14/02/2018,,,,
329,89 Hansons Circle,9:34,12/06/2017,,,,
330,4 Pearson Trail,2:22,14/02/2018,BRK,broken_component,0.0,http://dummyimage.com/241x143.jpg/cc0000/ffffff
331,8 Carberry Road,22:13,07/10/2017,,,,
332,7214 Surrey Center,9:25,05/09/2017,,,,
333,914 Pine View Junction,3:17,26/09/2016,,,,
334,32102 American Ash Junction,19:31,12/09/2016,,,,
335,6 Golf Terrace,16:49,18/10/2018,,,,
336,4468 Bobwhite Road,7:08,09/03/2020,PRK,bad_parking,1.0,http://dummyimage.com/182x239.jpg/cc0000/ffffff
337,80551 Carioca Parkway,10:09,22/10/2016,,,,
338,493 Huxley Court,7:10,27/09/2017,,,,
339,53 Sage Park,11:36,18/02/2016,,,,
340,50 Anniversary Pass,5:07,06/02/2017,,,,
341,1 Judy Parkway,6:43,22/03/2015,,,,
342,8581 Summer Ridge Road,6:34,09/09/2015,,,,
343,88415 Packers Avenue,5:35,18/02/2019,,,,
344,619 Columbus Point,9:42,25/08/2015,,,,
345,11297 American Ash Plaza,13:39,04/10/2015,PRK,bad_parking,1.0,http://dummyimage.com/142x153.jpg/dddddd/000000
346,79370 Tony Hill,5:25,30/01/2018,,,,
347,566 Dexter Plaza,20:48,13/02/2020,UKN,unknown,0.0,http://dummyimage.com/249x215.jpg/5fa2dd/ffffff
348,0 Swallow Way,16:41,03/09/2015,,,,
349,005 Stoughton Trail,2:37,11/11/2019,PRK,bad_parking,0.0,http://dummyimage.com/138x130.jpg/dddddd/000000
350,09632 Bayside Crossing,23:37,03/09/2017,,,,
351,667 Lake View Drive,17:00,20/07/2019,,,,
352,8435 Waywood Center,22:19,05/06/2015,,,,
353,25316 Paget Circle,15:38,13/04/2019,,,,
354,435 Bluejay Circle,15:40,03/02/2015,,,,
355,10727 Lotheville Lane,7:45,01/04/2018,,,,
356,7268 New Castle Pass,19:41,21/08/2017,,,,
357,859 Tennyson Parkway,6:53,24/11/2018,,,,
358,58940 Swallow Parkway,0:59,02/06/2018,,,,
359,7 Sachtjen Point,1:49,27/02/2017,,,,
360,484 Mandrake Alley,0:51,16/01/2017,,,,
361,136 Carioca Terrace,21:50,25/06/2018,,,,
362,88743 Melody Junction,20:03,10/06/2019,PRK,bad_parking,0.0,http://dummyimage.com/100x173.jpg/dddddd/000000
363,61 Union Road,19:18,13/04/2015,BRK,broken_component,0.0,http://dummyimage.com/145x161.jpg/5fa2dd/ffffff
364,4683 Charing Cross Alley,18:04,20/06/2015,,,,
365,38394 Northport Pass,8:16,13/10/2015,,,,
366,3970 Barnett Road,14:18,16/01/2020,,,,
367,941 Kim Place,16:29,27/11/2016,,,,
368,0 Grim Lane,3:51,11/01/2019,,,,
369,17 Barnett Way,19:41,12/09/2018,BRK,broken_component,0.0,http://dummyimage.com/201x199.jpg/dddddd/000000
370,60 Northview Trail,19:37,22/10/2015,,,,
371,0010 Golf Alley,21:14,29/08/2019,,,,
372,96995 Towne Street,17:30,01/05/2017,,,,
373,46 Pond Hill,21:47,27/02/2017,PRK,bad_parking,1.0,http://dummyimage.com/229x235.jpg/dddddd/000000
374,00 Heath Plaza,18:21,20/01/2020,,,,
375,356 Annamark Pass,13:49,19/09/2018,,,,
376,3 Hayes Point,6:56,09/07/2018,,,,
377,8 Calypso Place,13:10,04/06/2017,PRK,bad_parking,0.0,http://dummyimage.com/184x172.jpg/cc0000/ffffff
378,73 Beilfuss Avenue,5:15,18/06/2019,PRK,bad_parking,1.0,http://dummyimage.com/216x250.jpg/dddddd/000000
379,36 Warrior Hill,3:33,28/08/2016,,,,
380,332 Monica Parkway,4:01,03/06/2016,,,,
381,9 Michigan Point,8:21,17/09/2017,,,,
382,4 Westend Crossing,6:04,26/05/2017,,,,
383,60162 Drewry Alley,23:30,05/03/2018,,,,
384,72 Killdeer Alley,12:33,13/03/2020,PRK,bad_parking,1.0,http://dummyimage.com/217x189.jpg/dddddd/000000
385,7497 Hollow Ridge Parkway,4:03,15/10/2018,,,,
386,01407 Hintze Pass,8:40,15/09/2016,BRK,broken_component,0.0,http://dummyimage.com/161x100.jpg/ff4444/ffffff
387,9926 Longview Court,6:44,10/06/2018,,,,
388,01 Moland Street,7:59,14/09/2016,,,,
389,7356 Pepper Wood Point,9:38,19/09/2018,PRK,bad_parking,1.0,http://dummyimage.com/145x229.jpg/ff4444/ffffff
390,4897 Clove Point,1:58,16/10/2015,UKN,unknown,0.0,http://dummyimage.com/197x211.jpg/ff4444/ffffff
391,58 Leroy Drive,13:13,07/09/2016,,,,
392,0 Wayridge Alley,5:32,27/08/2016,BRK,broken_component,0.0,http://dummyimage.com/125x220.jpg/ff4444/ffffff
393,9674 Brickson Park Way,6:45,16/07/2015,,,,
394,2 Ramsey Center,21:28,01/01/2018,,,,
395,3 Buell Court,4:14,01/09/2019,BRK,broken_component,0.0,http://dummyimage.com/195x117.jpg/ff4444/ffffff
396,13 Fallview Pass,7:09,28/07/2015,,,,
397,649 Mitchell Pass,7:48,15/04/2018,,,,
398,4 Grayhawk Hill,0:31,20/10/2019,,,,
399,9196 Crownhardt Way,10:06,09/01/2019,,,,
400,0 Melody Way,5:52,17/12/2018,,,,
401,67476 Springs Pass,13:07,19/06/2019,,,,
402,2 Superior Point,4:22,04/03/2017,,,,
403,566 Prairie Rose Street,18:46,18/02/2019,,,,
404,8384 Lotheville Lane,23:38,11/11/2015,BRK,broken_component,1.0,http://dummyimage.com/111x198.jpg/ff4444/ffffff
405,8 1st Road,1:46,07/10/2015,,,,
406,938 Mallory Hill,4:25,27/03/2019,PRK,bad_parking,0.0,http://dummyimage.com/135x232.jpg/5fa2dd/ffffff
407,449 Straubel Court,9:06,01/01/2017,,,,
408,48 High Crossing Circle,0:26,18/01/2020,,,,
409,22099 Eastlawn Circle,8:08,27/10/2015,,,,
410,603 Hudson Park,18:34,20/01/2015,,,,
411,5698 Arizona Drive,18:11,16/11/2015,,,,
412,96 Florence Street,5:19,20/09/2018,,,,
413,45575 Farragut Crossing,20:49,04/03/2020,,,,
414,830 North Junction,5:56,17/07/2015,,,,
415,20578 Roxbury Crossing,22:41,03/12/2016,,,,
416,18 Kinsman Circle,15:36,28/02/2018,,,,
417,86 Continental Plaza,0:47,04/12/2017,,,,
418,30596 Dayton Terrace,1:54,15/01/2020,,,,
419,356 Oneill Drive,0:10,12/03/2015,,,,
420,6 Butterfield Parkway,13:23,20/12/2016,,,,
421,4 Anzinger Street,6:36,30/05/2017,PRK,bad_parking,1.0,http://dummyimage.com/248x217.jpg/cc0000/ffffff
422,4157 Troy Trail,1:49,03/02/2017,,,,
423,1366 Sundown Center,14:27,08/05/2016,,,,
424,925 Brentwood Park,1:55,06/04/2019,,,,
425,50 Golf Course Lane,6:59,25/01/2016,,,,
426,21 Westerfield Trail,20:30,03/02/2019,,,,
427,16 Basil Drive,8:54,04/03/2017,,,,
428,68 Lien Alley,6:16,23/03/2019,,,,
429,577 Melby Way,1:27,30/06/2019,BRK,broken_component,0.0,http://dummyimage.com/243x219.jpg/cc0000/ffffff
430,956 Susan Place,0:27,08/12/2016,BRK,broken_component,0.0,http://dummyimage.com/187x182.jpg/5fa2dd/ffffff
431,957 American Way,11:09,09/01/2018,,,,
432,2 Northfield Court,6:06,04/11/2015,PRK,bad_parking,0.0,http://dummyimage.com/249x208.jpg/5fa2dd/ffffff
433,05173 Lakeland Court,19:47,22/02/2019,,,,
434,04542 Manley Trail,7:26,13/07/2019,,,,
435,7 John Wall Road,14:47,27/12/2019,UKN,unknown,0.0,http://dummyimage.com/237x176.jpg/cc0000/ffffff
436,37 Arizona Way,3:11,06/04/2016,,,,
437,09 Tennyson Plaza,10:45,16/05/2019,,,,
438,33505 Bunting Alley,15:39,03/11/2015,,,,
439,3 Prairie Rose Pass,22:24,15/03/2016,,,,
440,58214 Weeping Birch Hill,12:04,08/09/2016,BRK,broken_component,1.0,http://dummyimage.com/191x100.jpg/ff4444/ffffff
441,99 Sauthoff Drive,9:55,11/12/2018,,,,
442,75 Alpine Crossing,9:05,13/03/2017,,,,
443,331 Summit Parkway,20:05,09/08/2018,,,,
444,3 Luster Park,5:46,15/07/2018,,,,
445,27991 Burning Wood Court,7:27,12/11/2018,,,,
446,0 Saint Paul Place,20:58,28/05/2017,,,,
447,5 Village Green Place,12:21,01/05/2018,,,,
448,82 John Wall Point,13:20,08/04/2020,,,,
449,38 1st Crossing,21:00,11/01/2017,,,,
450,8910 New Castle Circle,0:59,11/10/2016,,,,
451,56320 Mandrake Center,5:03,23/02/2017,,,,
452,7429 Oneill Alley,9:32,18/12/2017,,,,
453,944 Service Point,8:41,21/07/2018,,,,
454,9 Grim Circle,7:55,24/04/2020,,,,
455,3 Brickson Park Street,8:47,02/10/2018,,,,
456,0 Tennessee Junction,18:14,02/01/2016,,,,
457,6 Grayhawk Plaza,6:49,04/12/2016,PRK,bad_parking,0.0,http://dummyimage.com/220x166.jpg/dddddd/000000
458,455 Nancy Street,22:46,06/01/2017,,,,
459,44 Fairfield Crossing,15:57,25/11/2018,,,,
460,2 Cottonwood Crossing,18:08,07/08/2018,,,,
461,48498 Grim Plaza,18:33,29/11/2015,,,,
462,5651 Lawn Point,3:38,20/07/2019,,,,
463,3 Hoard Junction,16:32,27/06/2017,BRK,broken_component,1.0,http://dummyimage.com/132x241.jpg/cc0000/ffffff
464,13 Schlimgen Way,22:37,04/06/2016,,,,
465,17 Pearson Plaza,0:20,06/11/2016,,,,
466,83 Del Sol Way,19:27,07/06/2017,,,,
467,0 Lakewood Terrace,7:44,18/02/2019,,,,
468,56195 Sage Drive,1:04,25/03/2016,,,,
469,5 Westend Alley,2:02,12/10/2017,PRK,bad_parking,1.0,http://dummyimage.com/168x188.jpg/ff4444/ffffff
470,5 Fairview Road,23:35,02/10/2017,,,,
471,56425 Cherokee Pass,19:28,23/09/2017,,,,
472,7004 Pennsylvania Street,8:50,26/03/2020,,,,
473,9843 Miller Junction,7:45,10/02/2016,,,,
474,837 Harbort Circle,19:15,20/02/2017,,,,
475,78 Golf Lane,2:01,05/02/2017,,,,
476,03 Calypso Trail,8:55,17/04/2018,,,,
477,1 Comanche Drive,16:29,10/11/2019,,,,
478,5 Blaine Road,18:37,15/09/2017,BRK,broken_component,0.0,http://dummyimage.com/250x117.jpg/ff4444/ffffff
479,96419 Hoepker Street,18:27,30/05/2016,BRK,broken_component,1.0,http://dummyimage.com/248x191.jpg/ff4444/ffffff
480,26 Lerdahl Way,7:40,08/04/2020,,,,
481,70 Ramsey Alley,11:08,01/07/2018,,,,
482,10 Katie Place,6:26,23/12/2016,,,,
483,06 Messerschmidt Way,22:13,28/05/2019,,,,
484,981 Clemons Parkway,22:33,11/07/2015,,,,
485,7 Lien Place,16:38,23/04/2018,,,,
486,760 Green Ridge Place,3:53,03/07/2015,,,,
487,8734 Westend Center,14:47,26/01/2020,UKN,unknown,1.0,http://dummyimage.com/240x122.jpg/cc0000/ffffff
488,391 Dakota Street,13:48,30/01/2020,,,,
489,81110 Fair Oaks Road,10:49,27/07/2016,,,,
490,098 Jenifer Plaza,8:36,18/04/2016,PRK,bad_parking,0.0,http://dummyimage.com/207x196.jpg/5fa2dd/ffffff
491,68 Hooker Plaza,6:40,19/03/2017,,,,
492,3323 Meadow Valley Place,23:45,06/11/2017,,,,
493,1 Ridgeview Place,7:58,29/05/2018,,,,
494,5 Fuller Circle,8:51,19/04/2017,,,,
495,4 Gerald Plaza,23:09,25/10/2017,BRK,broken_component,0.0,http://dummyimage.com/121x108.jpg/ff4444/ffffff
496,718 Russell Trail,12:00,19/02/2015,BRK,broken_component,1.0,http://dummyimage.com/113x245.jpg/cc0000/ffffff
497,1237 Magdeline Alley,17:15,09/06/2015,BRK,broken_component,0.0,http://dummyimage.com/157x239.jpg/5fa2dd/ffffff
498,1176 Oak Valley Road,3:55,11/12/2015,,,,
499,51 Spenser Terrace,17:59,05/03/2018,,,,
500,045 Welch Avenue,17:15,13/12/2016,,,,
501,04377 Ruskin Way,23:47,13/10/2016,BRK,broken_component,1.0,http://dummyimage.com/175x193.jpg/cc0000/ffffff
502,2390 Pepper Wood Crossing,4:20,03/01/2018,,,,
503,87 Surrey Plaza,22:25,17/12/2019,,,,
504,49120 Coleman Alley,11:01,27/02/2015,,,,
505,81 Blaine Pass,3:59,27/03/2020,BRK,broken_component,1.0,http://dummyimage.com/186x233.jpg/ff4444/ffffff
506,47140 Del Sol Pass,2:51,31/12/2018,,,,
507,17610 Mandrake Point,10:39,30/05/2017,,,,
508,3 Pierstorff Drive,15:53,02/08/2019,,,,
509,66223 Mandrake Point,22:58,10/09/2019,,,,
510,17319 Harbort Place,20:37,29/12/2019,,,,
511,64750 Hintze Parkway,7:48,16/05/2016,UKN,unknown,1.0,http://dummyimage.com/235x229.jpg/ff4444/ffffff
512,2432 Packers Terrace,6:01,18/04/2019,,,,
513,8400 Homewood Center,19:57,01/01/2016,,,,
514,0 Randy Avenue,18:10,01/09/2015,,,,
515,42537 7th Center,8:43,22/09/2016,,,,
